price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,text
520500,6,2,1880,1,Нет,0,5,1640,240,1955,0,47.7556,-122.352,Год експлуатации: 1955<br>Цена: 520500<br>Общая площадь: 1880
300000,3,2,1280,1,Нет,0,4,1280,0,1977,0,47.4212,-122.199,Год експлуатации: 1977<br>Цена: 300000<br>Общая площадь: 1280
799000,4,3,3120,2,Нет,0,3,2370,750,2005,0,47.69,-122.29899999999999,Год експлуатации: 2005<br>Цена: 799000<br>Общая площадь: 3120
338000,3,2,2470,2,Нет,0,3,2470,0,2003,0,47.3438,-122.039,Год експлуатации: 2003<br>Цена: 338000<br>Общая площадь: 2470
800000,3,1,1700,1,Нет,0,4,1700,0,1906,0,47.611999999999995,-122.292,Год експлуатации: 1906<br>Цена: 800000<br>Общая площадь: 1700
360000,2,2,1180,1,Нет,1,4,590,590,1945,0,47.5275,-122.383,Год експлуатации: 1945<br>Цена: 360000<br>Общая площадь: 1180
442500,6,2,2800,1,Нет,0,3,1400,1400,1968,0,47.7735,-122.37799999999999,Год експлуатации: 1968<br>Цена: 442500<br>Общая площадь: 2800
700000,4,1,1300,1,Нет,3,4,1300,0,1920,0,47.2313,-122.023,Год експлуатации: 1920<br>Цена: 700000<br>Общая площадь: 1300
830000,5,3,3040,1,Нет,0,5,1970,1070,1968,0,47.5562,-122.22,Год експлуатации: 1968<br>Цена: 830000<br>Общая площадь: 3040
360400,3,2,1630,2,Нет,0,3,1630,0,1987,0,47.7574,-122.228,Год експлуатации: 1987<br>Цена: 360400<br>Общая площадь: 1630
345000,3,1,1340,1,Нет,0,5,1340,0,1960,0,47.5407,-122.177,Год експлуатации: 1960<br>Цена: 345000<br>Общая площадь: 1340
300000,3,2,1830,1,Нет,0,4,1430,400,1966,0,47.4774,-122.098,Год експлуатации: 1966<br>Цена: 300000<br>Общая площадь: 1830
350000,3,1,1240,1,Нет,0,5,1240,0,1959,0,47.5233,-122.185,Год експлуатации: 1959<br>Цена: 350000<br>Общая площадь: 1240
368000,4,2,2500,1,Нет,0,3,1540,960,1972,0,47.3708,-122.04899999999999,Год експлуатации: 1972<br>Цена: 368000<br>Общая площадь: 2500
264000,3,2,1760,1,Нет,0,4,1760,0,1966,0,47.3129,-122.369,Год експлуатации: 1966<br>Цена: 264000<br>Общая площадь: 1760
435000,3,2,2660,1,Нет,0,3,2210,450,1990,0,47.3689,-122.055,Год експлуатации: 1990<br>Цена: 435000<br>Общая площадь: 2660
200000,3,2,2060,1,Нет,0,3,2060,0,1903,0,47.4819,-122.223,Год експлуатации: 1903<br>Цена: 200000<br>Общая площадь: 2060
620000,5,2,2540,2,Нет,0,5,1760,780,1929,0,47.6848,-122.398,Год експлуатации: 1929<br>Цена: 620000<br>Общая площадь: 2540
1679000,5,4,4830,2,Нет,0,3,3720,1110,2014,0,47.5774,-122.22200000000001,Год експлуатации: 2014<br>Цена: 1679000<br>Общая площадь: 4830
337000,3,2,1400,1,Нет,0,4,700,700,1919,0,47.5283,-122.321,Год експлуатации: 1919<br>Цена: 337000<br>Общая площадь: 1400
1928000,4,3,4280,2,Нет,0,4,4280,0,1984,0,47.6377,-122.212,Год експлуатации: 1984<br>Цена: 1928000<br>Общая площадь: 4280
544500,4,2,2230,1,Нет,0,5,1450,780,1974,0,47.5816,-122.0,Год експлуатации: 1974<br>Цена: 544500<br>Общая площадь: 2230
252000,1,1,680,1,Нет,4,1,680,0,1910,1992,47.5832,-122.399,Год експлуатации: 1910<br>Цена: 252000<br>Общая площадь: 680
445000,4,2,2340,2,Нет,0,3,2340,0,2008,0,47.535,-122.348,Год експлуатации: 2008<br>Цена: 445000<br>Общая площадь: 2340
379500,3,2,2070,2,Нет,0,3,2070,0,1989,0,47.4617,-122.07,Год експлуатации: 1989<br>Цена: 379500<br>Общая площадь: 2070
189950,4,2,1910,1,Нет,0,4,910,1000,1919,0,47.3084,-122.234,Год експлуатации: 1919<br>Цена: 189950<br>Общая площадь: 1910
469000,3,1,950,1,Нет,0,5,950,0,1948,0,47.608999999999995,-122.307,Год експлуатации: 1948<br>Цена: 469000<br>Общая площадь: 950
600000,5,3,2910,1,Нет,0,5,1510,1400,1979,0,47.7201,-122.06200000000001,Год експлуатации: 1979<br>Цена: 600000<br>Общая площадь: 2910
785000,3,2,2930,2,Нет,2,3,2930,0,2000,0,47.5151,-122.12,Год експлуатации: 2000<br>Цена: 785000<br>Общая площадь: 2930
372000,4,3,2610,2,Нет,0,4,2610,0,1990,0,47.3747,-122.124,Год експлуатации: 1990<br>Цена: 372000<br>Общая площадь: 2610
445000,5,3,3880,2,Нет,0,3,3880,0,2004,0,47.4797,-122.179,Год експлуатации: 2004<br>Цена: 445000<br>Общая площадь: 3880
508000,4,2,3320,2,Нет,0,4,2000,1320,1986,0,47.4724,-122.014,Год експлуатации: 1986<br>Цена: 508000<br>Общая площадь: 3320
780000,5,2,1940,2,Нет,0,3,1940,0,1905,0,47.6845,-122.33200000000001,Год експлуатации: 1905<br>Цена: 780000<br>Общая площадь: 1940
541100,4,2,2510,2,Нет,0,3,2510,0,1978,0,47.753,-122.145,Год експлуатации: 1978<br>Цена: 541100<br>Общая площадь: 2510
729000,4,2,2660,2,Нет,0,3,2660,0,2003,0,47.5449,-121.995,Год експлуатации: 2003<br>Цена: 729000<br>Общая площадь: 2660
397000,3,2,1710,1,Нет,2,5,1710,0,1952,0,47.2207,-121.984,Год експлуатации: 1952<br>Цена: 397000<br>Общая площадь: 1710
451555,2,1,1320,1,Нет,1,3,1320,0,1912,1971,47.5655,-122.39399999999999,Год експлуатации: 1912<br>Цена: 451555<br>Общая площадь: 1320
300000,2,1,960,1,Нет,0,3,960,0,1947,0,47.7341,-122.3,Год експлуатации: 1947<br>Цена: 300000<br>Общая площадь: 960
416000,3,2,1790,1,Нет,0,5,1190,600,1969,0,47.5124,-122.16,Год експлуатации: 1969<br>Цена: 416000<br>Общая площадь: 1790
490000,2,1,950,1,Нет,0,3,810,140,1925,0,47.6698,-122.323,Год експлуатации: 1925<br>Цена: 490000<br>Общая площадь: 950
480000,6,4,2940,2,Нет,0,3,2940,0,1942,2003,47.5122,-122.385,Год експлуатации: 1942<br>Цена: 480000<br>Общая площадь: 2940
368000,2,2,930,1,Нет,0,3,670,260,2002,0,47.6518,-122.4,Год експлуатации: 2002<br>Цена: 368000<br>Общая площадь: 930
1038000,3,2,4570,2,Нет,0,3,4570,0,1991,0,47.5533,-122.09700000000001,Год експлуатации: 1991<br>Цена: 1038000<br>Общая площадь: 4570
545000,3,2,2370,1,Нет,3,4,1570,800,1952,0,47.4922,-122.365,Год експлуатации: 1952<br>Цена: 545000<br>Общая площадь: 2370
850000,5,3,3430,2,Нет,0,3,3430,0,1998,0,47.5678,-122.03200000000001,Год експлуатации: 1998<br>Цена: 850000<br>Общая площадь: 3430
550000,4,4,3540,2,Нет,0,3,3540,0,2003,0,47.473,-122.193,Год експлуатации: 2003<br>Цена: 550000<br>Общая площадь: 3540
600000,3,2,2240,2,Нет,0,3,2240,0,1984,0,47.6216,-122.03200000000001,Год експлуатации: 1984<br>Цена: 600000<br>Общая площадь: 2240
535000,4,2,2710,1,Нет,0,3,1700,1010,1968,0,47.7657,-122.29,Год експлуатации: 1968<br>Цена: 535000<br>Общая площадь: 2710
599950,3,2,2660,2,Нет,0,3,2660,0,2014,0,47.5487,-122.272,Год експлуатации: 2014<br>Цена: 599950<br>Общая площадь: 2660
531000,5,3,2540,1,Нет,0,4,1540,1000,1955,0,47.5593,-122.3,Год експлуатации: 1955<br>Цена: 531000<br>Общая площадь: 2540
530000,4,2,2210,2,Нет,0,4,2210,0,1968,0,47.5424,-122.16799999999999,Год експлуатации: 1968<br>Цена: 530000<br>Общая площадь: 2210
597326,4,4,3570,2,Нет,0,3,2860,710,2015,0,47.5784,-122.226,Год експлуатации: 2015<br>Цена: 597326<br>Общая площадь: 3570
805000,4,2,3450,2,Нет,0,3,3450,0,1997,0,47.7673,-122.1,Год експлуатации: 1997<br>Цена: 805000<br>Общая площадь: 3450
390000,4,2,2330,1,Нет,0,4,2330,0,1968,0,47.4568,-122.146,Год експлуатации: 1968<br>Цена: 390000<br>Общая площадь: 2330
487250,4,2,1690,1,Нет,0,3,1550,140,1901,0,47.6637,-122.346,Год експлуатации: 1901<br>Цена: 487250<br>Общая площадь: 1690
301000,3,2,1030,1,Нет,0,4,1030,0,1967,0,47.7654,-122.29700000000001,Год експлуатации: 1967<br>Цена: 301000<br>Общая площадь: 1030
1175000,5,3,2560,1,Нет,2,3,2220,340,1923,0,47.6416,-122.355,Год експлуатации: 1923<br>Цена: 1175000<br>Общая площадь: 2560
299000,4,2,1950,2,Нет,0,3,1950,0,2002,0,47.4977,-122.226,Год експлуатации: 2002<br>Цена: 299000<br>Общая площадь: 1950
2350000,4,2,4370,2,Нет,3,4,3670,700,1907,1994,47.6878,-122.215,Год експлуатации: 1907<br>Цена: 2350000<br>Общая площадь: 4370
400000,4,2,2350,2,Нет,0,3,2350,0,1999,0,47.5305,-122.351,Год експлуатации: 1999<br>Цена: 400000<br>Общая площадь: 2350
467500,4,2,3160,1,Нет,0,4,1880,1280,1969,0,47.7368,-122.18299999999999,Год експлуатации: 1969<br>Цена: 467500<br>Общая площадь: 3160
305000,4,2,2430,2,Нет,0,3,2430,0,1990,0,47.2939,-122.368,Год експлуатации: 1990<br>Цена: 305000<br>Общая площадь: 2430
210000,3,1,1340,1,Нет,0,3,1340,0,1953,0,47.7534,-121.912,Год експлуатации: 1953<br>Цена: 210000<br>Общая площадь: 1340
300000,3,1,1010,1,Нет,0,3,1010,0,1979,0,47.6453,-121.912,Год експлуатации: 1979<br>Цена: 300000<br>Общая площадь: 1010
327500,3,2,1770,1,Нет,0,3,1330,440,1981,0,47.4464,-122.12299999999999,Год експлуатации: 1981<br>Цена: 327500<br>Общая площадь: 1770
269000,3,2,1210,1,Нет,0,3,1210,0,2003,0,47.3996,-122.20299999999999,Год експлуатации: 2003<br>Цена: 269000<br>Общая площадь: 1210
975000,4,3,3330,1,Нет,2,3,1750,1580,1969,0,47.652,-122.2,Год експлуатации: 1969<br>Цена: 975000<br>Общая площадь: 3330
355000,3,1,1240,1,Нет,0,4,1060,180,1940,0,47.7115,-122.355,Год експлуатации: 1940<br>Цена: 355000<br>Общая площадь: 1240
712000,3,1,1250,1,Нет,0,4,1150,100,1900,0,47.651,-122.34100000000001,Год експлуатации: 1900<br>Цена: 712000<br>Общая площадь: 1250
883000,4,2,2960,2,Нет,0,3,2960,0,1985,0,47.7319,-122.132,Год експлуатации: 1985<br>Цена: 883000<br>Общая площадь: 2960
190000,2,1,840,1,Нет,0,3,840,0,1994,0,47.3069,-122.01299999999999,Год експлуатации: 1994<br>Цена: 190000<br>Общая площадь: 840
443000,3,2,1530,1,Нет,0,3,1200,330,1967,0,47.7768,-122.361,Год експлуатации: 1967<br>Цена: 443000<br>Общая площадь: 1530
920000,4,3,3750,2,Нет,0,3,3750,0,1976,0,47.6367,-122.059,Год експлуатации: 1976<br>Цена: 920000<br>Общая площадь: 3750
285000,4,2,2150,1,Нет,0,4,1240,910,1978,0,47.3045,-122.37799999999999,Год експлуатации: 1978<br>Цена: 285000<br>Общая площадь: 2150
901000,4,3,1560,1,Нет,0,3,1560,0,1916,0,47.5347,-122.38,Год експлуатации: 1916<br>Цена: 901000<br>Общая площадь: 1560
552500,3,2,2040,1,Нет,0,3,1410,630,1958,0,47.6592,-122.39299999999999,Год експлуатации: 1958<br>Цена: 552500<br>Общая площадь: 2040
256000,2,1,860,1,Нет,0,3,860,0,1915,1945,47.5133,-122.35600000000001,Год експлуатации: 1915<br>Цена: 256000<br>Общая площадь: 860
341000,3,2,1720,1,Нет,0,4,1720,0,1952,0,47.7535,-122.314,Год експлуатации: 1952<br>Цена: 341000<br>Общая площадь: 1720
279000,4,2,2090,2,Нет,0,3,2090,0,1975,0,47.4332,-122.167,Год експлуатации: 1975<br>Цена: 279000<br>Общая площадь: 2090
686000,4,2,2130,2,Нет,0,4,2130,0,1977,0,47.5567,-122.15899999999999,Год експлуатации: 1977<br>Цена: 686000<br>Общая площадь: 2130
225000,2,1,1300,1,Нет,0,4,1300,0,1975,0,47.3221,-121.90299999999999,Год експлуатации: 1975<br>Цена: 225000<br>Общая площадь: 1300
215500,2,2,1220,1,Нет,0,3,1220,0,1972,0,47.2853,-122.265,Год експлуатации: 1972<br>Цена: 215500<br>Общая площадь: 1220
950000,4,3,2420,1,Нет,0,3,1520,900,1919,0,47.6453,-122.35799999999999,Год експлуатации: 1919<br>Цена: 950000<br>Общая площадь: 2420
503000,4,2,2940,2,Нет,2,3,1870,1070,1996,0,47.6214,-121.946,Год експлуатации: 1996<br>Цена: 503000<br>Общая площадь: 2940
780000,3,2,2610,2,Нет,0,3,2610,0,1997,0,47.6654,-122.137,Год експлуатации: 1997<br>Цена: 780000<br>Общая площадь: 2610
212000,4,2,1880,1,Нет,0,5,980,900,1946,0,47.495,-122.266,Год експлуатации: 1946<br>Цена: 212000<br>Общая площадь: 1880
580000,4,3,2330,1,Нет,0,3,1710,620,1983,0,47.7066,-122.359,Год експлуатации: 1983<br>Цена: 580000<br>Общая площадь: 2330
465000,4,2,2200,2,Нет,0,3,2060,140,1994,0,47.5726,-122.305,Год експлуатации: 1994<br>Цена: 465000<br>Общая площадь: 2200
206000,4,2,1720,1,Нет,0,3,1720,0,1959,0,47.2845,-122.25,Год експлуатации: 1959<br>Цена: 206000<br>Общая площадь: 1720
615000,3,2,2250,2,Нет,0,3,2250,0,1987,0,47.5613,-122.11,Год експлуатации: 1987<br>Цена: 615000<br>Общая площадь: 2250
519000,4,1,1640,1,Нет,0,5,1640,0,1907,0,47.5563,-122.28,Год експлуатации: 1907<br>Цена: 519000<br>Общая площадь: 1640
1135000,4,3,4130,2,Нет,0,3,4130,0,2001,0,47.5208,-122.15,Год експлуатации: 2001<br>Цена: 1135000<br>Общая площадь: 4130
330000,5,2,2600,2,Нет,0,3,2600,0,2005,0,47.4324,-122.145,Год експлуатации: 2005<br>Цена: 330000<br>Общая площадь: 2600
240000,4,2,1920,1,Нет,0,3,1920,0,1955,0,47.4961,-122.235,Год експлуатации: 1955<br>Цена: 240000<br>Общая площадь: 1920
574000,3,2,2060,1,Нет,0,4,2060,0,1988,0,47.5644,-122.012,Год експлуатации: 1988<br>Цена: 574000<br>Общая площадь: 2060
930000,4,4,5710,2,Нет,0,3,5710,0,2007,0,47.3065,-122.15799999999999,Год експлуатации: 2007<br>Цена: 930000<br>Общая площадь: 5710
850000,4,3,2720,2,Нет,0,3,2720,0,1975,2007,47.6749,-122.00200000000001,Год експлуатации: 1975<br>Цена: 850000<br>Общая площадь: 2720
415000,3,2,1490,1,Нет,0,3,1090,400,1974,0,47.7148,-122.213,Год експлуатации: 1974<br>Цена: 415000<br>Общая площадь: 1490
480000,3,2,2360,1,Нет,0,5,1340,1020,1929,0,47.7076,-122.337,Год експлуатации: 1929<br>Цена: 480000<br>Общая площадь: 2360
300000,5,1,1940,1,Нет,0,3,1940,0,1957,0,47.4407,-122.275,Год експлуатации: 1957<br>Цена: 300000<br>Общая площадь: 1940
439000,4,2,2570,2,Нет,0,3,2570,0,1980,0,47.763999999999996,-122.167,Год експлуатации: 1980<br>Цена: 439000<br>Общая площадь: 2570
450000,3,1,1160,1,Нет,0,3,1160,0,1938,0,47.7507,-122.23700000000001,Год експлуатации: 1938<br>Цена: 450000<br>Общая площадь: 1160
589000,3,2,2660,1,Нет,0,3,2660,0,1989,0,47.6042,-121.956,Год експлуатации: 1989<br>Цена: 589000<br>Общая площадь: 2660
477000,3,2,1260,2,Нет,0,3,1260,0,2003,0,47.5459,-121.99700000000001,Год експлуатации: 2003<br>Цена: 477000<br>Общая площадь: 1260
587500,4,2,1780,1,Нет,0,3,1310,470,1951,0,47.6955,-122.287,Год експлуатации: 1951<br>Цена: 587500<br>Общая площадь: 1780
1315000,4,2,3180,2,Нет,0,3,3180,0,1905,0,47.6255,-122.314,Год експлуатации: 1905<br>Цена: 1315000<br>Общая площадь: 3180
1430000,4,2,3380,2,Нет,0,3,3380,0,1966,0,47.6292,-122.225,Год експлуатации: 1966<br>Цена: 1430000<br>Общая площадь: 3380
700000,4,2,2690,2,Нет,0,3,1890,800,1978,0,47.611999999999995,-122.064,Год експлуатации: 1978<br>Цена: 700000<br>Общая площадь: 2690
275000,2,1,1180,1,Нет,0,4,1180,0,1949,0,47.7477,-122.34200000000001,Год експлуатации: 1949<br>Цена: 275000<br>Общая площадь: 1180
367500,3,1,1660,1,Нет,0,4,1160,500,1978,0,47.7563,-122.075,Год експлуатации: 1978<br>Цена: 367500<br>Общая площадь: 1660
453250,4,2,2260,2,Нет,0,3,2260,0,2001,0,47.7235,-121.958,Год експлуатации: 2001<br>Цена: 453250<br>Общая площадь: 2260
607000,5,2,1910,1,Нет,0,3,1390,520,1954,0,47.5333,-122.39200000000001,Год експлуатации: 1954<br>Цена: 607000<br>Общая площадь: 1910
255000,4,2,2430,1,Нет,0,3,1430,1000,1960,0,47.4979,-122.23200000000001,Год експлуатации: 1960<br>Цена: 255000<br>Общая площадь: 2430
501000,2,2,1300,1,Нет,0,4,770,530,1926,0,47.6831,-122.37299999999999,Год експлуатации: 1926<br>Цена: 501000<br>Общая площадь: 1300
450000,3,1,1060,1,Нет,0,3,910,150,1950,0,47.5784,-122.39299999999999,Год експлуатации: 1950<br>Цена: 450000<br>Общая площадь: 1060
360000,3,2,2200,2,Нет,0,3,2200,0,1981,0,47.4522,-122.208,Год експлуатации: 1981<br>Цена: 360000<br>Общая площадь: 2200
460000,4,2,1720,1,Нет,0,5,1040,680,1929,0,47.5654,-122.384,Год експлуатации: 1929<br>Цена: 460000<br>Общая площадь: 1720
753000,3,2,2360,1,Нет,0,4,1180,1180,1950,0,47.6738,-122.281,Год експлуатации: 1950<br>Цена: 753000<br>Общая площадь: 2360
389950,2,1,820,1,Нет,1,3,820,0,1951,0,47.5294,-122.38600000000001,Год експлуатации: 1951<br>Цена: 389950<br>Общая площадь: 820
469000,2,1,1030,1,Нет,0,3,1030,0,1924,0,47.681000000000004,-122.361,Год експлуатации: 1924<br>Цена: 469000<br>Общая площадь: 1030
550000,4,2,2030,2,Нет,4,4,1730,300,1939,0,47.5071,-122.387,Год експлуатации: 1939<br>Цена: 550000<br>Общая площадь: 2030
565000,5,4,2700,1,Нет,2,4,1950,750,1948,0,47.7172,-122.34899999999999,Год експлуатации: 1948<br>Цена: 565000<br>Общая площадь: 2700
189650,2,2,1100,1,Нет,0,3,1100,0,1980,0,47.4136,-122.318,Год експлуатации: 1980<br>Цена: 189650<br>Общая площадь: 1100
1525000,4,3,3620,2,Нет,3,4,2350,1270,1927,0,47.6499,-122.37,Год експлуатации: 1927<br>Цена: 1525000<br>Общая площадь: 3620
260000,3,2,1340,1,Нет,0,3,1340,0,1980,0,47.3651,-122.044,Год експлуатации: 1980<br>Цена: 260000<br>Общая площадь: 1340
243000,3,2,1790,1,Нет,0,3,1040,750,1960,0,47.3945,-122.31299999999999,Год експлуатации: 1960<br>Цена: 243000<br>Общая площадь: 1790
1100000,4,2,3830,1,Нет,4,4,2030,1800,1969,0,47.5671,-122.15700000000001,Год експлуатации: 1969<br>Цена: 1100000<br>Общая площадь: 3830
249000,3,2,1580,1,Нет,0,4,1080,500,1976,0,47.2761,-122.152,Год експлуатации: 1976<br>Цена: 249000<br>Общая площадь: 1580
720000,2,1,2020,1,Нет,3,4,1700,320,1947,0,47.506,-122.384,Год експлуатации: 1947<br>Цена: 720000<br>Общая площадь: 2020
905000,4,2,3330,2,Нет,0,3,3330,0,1995,0,47.5526,-122.102,Год експлуатации: 1995<br>Цена: 905000<br>Общая площадь: 3330
824500,4,2,2610,1,Нет,0,5,1610,1000,1927,0,47.6848,-122.32600000000001,Год експлуатации: 1927<br>Цена: 824500<br>Общая площадь: 2610
762500,4,3,2610,1,Нет,0,4,1760,850,1978,0,47.5875,-122.229,Год експлуатации: 1978<br>Цена: 762500<br>Общая площадь: 2610
580000,3,2,1740,3,Нет,2,3,1740,0,2008,0,47.589,-122.387,Год експлуатации: 2008<br>Цена: 580000<br>Общая площадь: 1740
380000,3,2,1840,1,Нет,0,3,1840,0,1990,0,47.4626,-122.132,Год експлуатации: 1990<br>Цена: 380000<br>Общая площадь: 1840
805000,3,2,1080,1,Нет,0,4,880,200,1926,0,47.6503,-122.338,Год експлуатации: 1926<br>Цена: 805000<br>Общая площадь: 1080
520000,4,2,1240,1,Нет,0,4,1240,0,1944,0,47.6892,-122.37799999999999,Год експлуатации: 1944<br>Цена: 520000<br>Общая площадь: 1240
1569500,5,4,5620,3,Нет,3,3,4700,920,1999,0,47.6482,-122.412,Год експлуатации: 1999<br>Цена: 1569500<br>Общая площадь: 5620
175000,2,1,1170,1,Нет,2,3,1170,0,1911,0,47.4017,-122.321,Год експлуатации: 1911<br>Цена: 175000<br>Общая площадь: 1170
353500,4,2,1760,2,Нет,0,3,1760,0,1987,0,47.4248,-122.15799999999999,Год експлуатации: 1987<br>Цена: 353500<br>Общая площадь: 1760
500000,4,2,2230,1,Нет,1,4,1400,830,1962,0,47.4285,-122.345,Год експлуатации: 1962<br>Цена: 500000<br>Общая площадь: 2230
386500,3,2,1520,1,Нет,0,4,1140,380,1972,0,47.7167,-122.17,Год експлуатации: 1972<br>Цена: 386500<br>Общая площадь: 1520
210000,2,1,1450,1,Нет,0,3,850,600,1950,0,47.5293,-122.272,Год експлуатации: 1950<br>Цена: 210000<br>Общая площадь: 1450
439500,3,2,1600,1,Нет,0,3,940,660,1983,0,47.7679,-122.30799999999999,Год експлуатации: 1983<br>Цена: 439500<br>Общая площадь: 1600
315000,5,2,3220,2,Нет,0,3,3220,0,2002,0,47.3717,-122.104,Год експлуатации: 2002<br>Цена: 315000<br>Общая площадь: 3220
339000,4,2,1830,2,Нет,0,3,1830,0,2003,0,47.3576,-122.016,Год експлуатации: 2003<br>Цена: 339000<br>Общая площадь: 1830
655000,4,2,2200,1,Нет,0,4,1430,770,1971,0,47.5653,-122.146,Год експлуатации: 1971<br>Цена: 655000<br>Общая площадь: 2200
740000,2,2,2170,1,Нет,0,3,2170,0,2008,0,47.7161,-122.014,Год експлуатации: 2008<br>Цена: 740000<br>Общая площадь: 2170
685000,5,2,1900,2,Нет,0,5,1900,0,1966,0,47.6273,-122.12299999999999,Год експлуатации: 1966<br>Цена: 685000<br>Общая площадь: 1900
550000,5,2,2960,1,Нет,0,4,1480,1480,1960,0,47.5866,-122.171,Год експлуатации: 1960<br>Цена: 550000<br>Общая площадь: 2960
405000,2,2,1710,2,Нет,0,3,1330,380,1920,1979,47.5319,-122.38600000000001,Год експлуатации: 1920<br>Цена: 405000<br>Общая площадь: 1710
765000,4,2,2620,1,Нет,3,3,1430,1190,1984,0,47.583999999999996,-122.07700000000001,Год експлуатации: 1984<br>Цена: 765000<br>Общая площадь: 2620
625000,3,2,2140,2,Нет,0,3,1680,460,1911,1997,47.5846,-122.383,Год експлуатации: 1911<br>Цена: 625000<br>Общая площадь: 2140
207000,4,2,2100,1,Нет,0,3,2100,0,1914,0,47.4787,-122.23,Год експлуатации: 1914<br>Цена: 207000<br>Общая площадь: 2100
370000,4,2,2100,1,Нет,0,3,2100,0,1914,0,47.4787,-122.23,Год експлуатации: 1914<br>Цена: 370000<br>Общая площадь: 2100
475000,3,2,1460,1,Нет,0,4,1150,310,1988,0,47.6955,-122.18299999999999,Год експлуатации: 1988<br>Цена: 475000<br>Общая площадь: 1460
365000,2,1,990,1,Нет,0,3,990,0,1955,0,47.7252,-122.331,Год експлуатации: 1955<br>Цена: 365000<br>Общая площадь: 990
411800,4,2,2190,1,Нет,0,5,1340,850,1969,0,47.7367,-122.195,Год експлуатации: 1969<br>Цена: 411800<br>Общая площадь: 2190
668000,5,4,3990,2,Нет,0,3,2710,1280,2002,0,47.461000000000006,-122.0,Год експлуатации: 2002<br>Цена: 668000<br>Общая площадь: 3990
618000,3,2,2340,2,Нет,0,3,2340,0,1998,0,47.6059,-122.307,Год експлуатации: 1998<br>Цена: 618000<br>Общая площадь: 2340
247500,4,2,2460,1,Нет,0,4,1230,1230,1948,0,47.308,-122.209,Год експлуатации: 1948<br>Цена: 247500<br>Общая площадь: 2460
345000,5,3,2080,1,Нет,0,3,1040,1040,1950,0,47.5707,-122.39399999999999,Год експлуатации: 1950<br>Цена: 345000<br>Общая площадь: 2080
616300,3,2,1700,2,Нет,2,3,1700,0,1927,0,47.6825,-122.19,Год експлуатации: 1927<br>Цена: 616300<br>Общая площадь: 1700
348000,3,2,1330,1,Нет,0,4,1330,0,1952,0,47.7366,-122.319,Год експлуатации: 1952<br>Цена: 348000<br>Общая площадь: 1330
425000,3,2,1630,1,Нет,0,3,1630,0,1994,0,47.7508,-122.175,Год експлуатации: 1994<br>Цена: 425000<br>Общая площадь: 1630
850000,5,3,2920,1,Нет,0,5,1660,1260,1968,0,47.5133,-122.031,Год експлуатации: 1968<br>Цена: 850000<br>Общая площадь: 2920
820000,5,3,2830,2,Нет,0,3,2830,0,2010,0,47.5932,-122.05799999999999,Год експлуатации: 2010<br>Цена: 820000<br>Общая площадь: 2830
832000,4,2,3190,2,Нет,0,4,3190,0,1980,0,47.5933,-122.075,Год експлуатации: 1980<br>Цена: 832000<br>Общая площадь: 3190
835000,3,2,1490,2,Нет,0,3,1490,0,1984,2014,47.6916,-122.214,Год експлуатации: 1984<br>Цена: 835000<br>Общая площадь: 1490
350000,3,2,1630,2,Нет,0,3,1630,0,1999,0,47.4913,-122.154,Год експлуатации: 1999<br>Цена: 350000<br>Общая площадь: 1630
349000,4,2,2280,2,Нет,0,3,2280,0,2003,0,47.4834,-122.182,Год експлуатации: 2003<br>Цена: 349000<br>Общая площадь: 2280
1125000,6,4,3010,2,Нет,0,3,2000,1010,2014,0,47.6873,-122.333,Год експлуатации: 2014<br>Цена: 1125000<br>Общая площадь: 3010
320000,3,2,1590,2,Нет,0,3,1590,0,2004,0,47.4805,-122.178,Год експлуатации: 2004<br>Цена: 320000<br>Общая площадь: 1590
150000,3,1,1250,1,Нет,0,4,1250,0,1968,0,47.4169,-122.16799999999999,Год експлуатации: 1968<br>Цена: 150000<br>Общая площадь: 1250
340000,3,1,1710,1,Нет,0,3,1310,400,1949,0,47.506,-122.331,Год експлуатации: 1949<br>Цена: 340000<br>Общая площадь: 1710
785500,4,4,3280,2,Нет,0,3,3280,0,2007,0,47.5818,-121.973,Год експлуатации: 2007<br>Цена: 785500<br>Общая площадь: 3280
410500,4,2,3362,2,Нет,0,3,3362,0,2004,0,47.2592,-122.304,Год експлуатации: 2004<br>Цена: 410500<br>Общая площадь: 3362
580000,3,2,2200,2,Нет,2,3,2200,0,1978,0,47.5916,-122.11200000000001,Год експлуатации: 1978<br>Цена: 580000<br>Общая площадь: 2200
345000,2,2,830,2,Нет,0,3,830,0,2005,0,47.5998,-122.306,Год експлуатации: 2005<br>Цена: 345000<br>Общая площадь: 830
550000,3,2,2160,1,Нет,0,4,1760,400,1933,0,47.7297,-122.139,Год експлуатации: 1933<br>Цена: 550000<br>Общая площадь: 2160
449500,4,3,2580,2,Нет,0,3,2580,0,1998,0,47.4646,-122.15,Год експлуатации: 1998<br>Цена: 449500<br>Общая площадь: 2580
300000,3,1,2150,1,Нет,0,3,2150,0,1954,0,47.7615,-122.36200000000001,Год експлуатации: 1954<br>Цена: 300000<br>Общая площадь: 2150
915000,4,2,3510,2,Нет,0,3,3510,0,1988,0,47.6671,-122.057,Год експлуатации: 1988<br>Цена: 915000<br>Общая площадь: 3510
